200	4.66018	4.66018	5.82957
201	4.67314	4.67314	5.81169
202	4.6857	4.6857	5.7792
203	4.69787	4.69787	5.7407
204	4.70963	4.70963	5.70066
205	4.72101	4.72101	5.65981
206	4.73198	4.73198	5.61233
207	4.74257	4.74257	5.54624
208	4.75276	4.75276	5.44671
209	4.76256	4.76256	5.29561
210	4.77198	4.77198	5.07698
211	4.781	4.781	4.781
212	4.23929	4.23929	4.40435
213	3.69992	3.69992	3.95353
214	3.16276	3.16276	3.43948
215	2.62767	2.62767	2.87743
216	2.09451	2.09451	2.28162
217	1.56313	1.56313	1.66459
218	1.03341	1.03341	1.03599
219	0.505191	0.505191	0.402616
220	-0.0216597	-0.0216597	-0.230245
221	-0.547284	-0.547284	-0.856198
222	-1.07182	-1.07182	-1.46783
223	-1.59542	-1.59542	-2.05633
224	-2.11823	-2.11823	-2.61378
225	-2.64037	-2.64037	-3.13418
226	-3.16201	-3.16201	-3.61781
227	-3.68329	-3.68329	-4.0711
228	-4.20436	-4.20436	-4.50558
229	-4.72537	-4.72537	-4.93565
230	-5.24646	-5.24646	-5.37407
231	-5.7678	-5.7678	-5.82634
232	-6.28953	-6.28953	-6.28953
233	-6.03687	-6.03687	-6.74993
234	-5.78597	-5.78597	-7.18602
235	-5.53646	-5.53646	-7.57065
236	-5.28797	-5.28797	-7.87663
237	-5.04012	-5.04012	-8.08257
238	-4.79254	-4.79254	-8.17507
239	-4.54481	-4.54481	-8.1511
240	-4.29653	-4.29653	-8.01774
241	-4.04727	-4.04727	-7.78792
242	-3.79656	-3.79656	-7.4778
243	-3.54392	-3.54392	-7.1025
244	-3.28882	-3.28882	-6.67359
245	-3.03071	-3.03071	-6.19817
246	-2.76897	-2.76897	-5.6786
247	-2.50294	-2.50294	-5.11646
248	-2.23187	-2.23187	-4.51192
249	-1.95495	-1.95495	-3.86419
250	-1.67128	-1.67128	-3.17096
251	-1.37981	-1.37981	-2.42898
252	-1.07939	-1.07939	-1.63079
253	-0.768699	-0.768699	-0.768699
254	-0.146275	-0.146275	0.164533
255	0.496309	0.496309	1.17274
256	1.16098	1.16098	2.25697
257	1.84988	1.84988	3.40497
258	2.5654	2.5654	4.59802
259	3.31019	3.31019	5.80867
260	4.08724	4.08724	7.00691
261	4.89991	4.89991	8.16086
262	5.75198	5.75198	9.24968
263	6.64773	6.64773	10.2634
264	7.59201	7.59201	11.205
265	8.59037	8.59037	12.0911
266	9.64914	9.64914	12.954
267	10.7756	10.7756	13.8224
268	11.978	11.978	14.7251
269	13.2662	13.2662	15.6799
270	14.6511	14.6511	16.6972
271	16.1459	16.1459	17.7786
272	17.7657	17.7657	18.9252
273	19.528	19.528	20.1441
274	21.4534	21.4534	21.4534
275	22.1452	22.1452	22.8829
276	22.8493	22.8493	24.4824
277	23.5662	23.5662	26.3014
278	24.2964	24.2964	28.3928
279	25.0403	25.0403	30.7785
280	25.7985	25.7985	33.4453
281	26.5714	26.5714	36.3297
282	27.3598	27.3598	39.3289
283	28.164	28.164	42.3064
284	28.9848	28.9848	45.1226
285	29.8228	29.8228	47.643
286	30.6786	30.6786	49.7408
287	31.5528	31.5528	51.3034
288	32.4462	32.4462	52.2296
289	33.3595	33.3595	52.4303
290	34.2933	34.2933	51.8482
291	35.2485	35.2485	50.4776
292	36.2258	36.2258	48.3812
293	37.226	37.226	45.6895
294	38.2499	38.2499	42.5903
295	39.2983	39.2983	39.2983
296	36.0897	36.0897	36.0025
297	33.315	33.315	32.8598
298	30.8952	30.8952	29.9743
299	28.7675	28.7675	27.3973
300	26.8813	26.8813	25.1401
301	25.1965	25.1965	23.1845
302	23.6806	23.6806	21.4972
303	22.3075	22.3075	20.0359
304	21.0559	21.0559	18.7645
305	19.9082	19.9082	17.6543
306	18.85	18.85	16.6795
307	17.8693	17.8693	15.8217
308	16.9561	16.9561	15.0651
309	16.1019	16.1019	14.3951
310	15.2995	15.2995	13.8008
311	14.5428	14.5428	13.2701
312	13.8264	13.8264	12.7955
313	13.146	13.146	12.3664
314	12.4976	12.4976	11.9748
315	11.8776	11.8776	11.6154
316	11.2832	11.2832	11.2832
317	11.0031	11.0031	10.9761
318	10.728	10.728	10.6929
319	10.4576	10.4576	10.4325
320	10.1915	10.1915	10.1935
321	9.9293	9.9293	9.97395
322	9.67075	9.67075	9.77167
323	9.41554	9.41554	9.58493
324	9.16341	9.16341	9.41093
325	8.9141	8.9141	9.25054
326	8.66737	8.66737	9.10508
327	8.423	8.423	8.97555
328	8.18077	8.18077	8.85958
329	7.94048	7.94048	8.74866
330	7.70195	7.70195	8.62779
331	7.46499	7.46499	8.46522
332	7.22943	7.22943	8.24668
333	6.99511	6.99511	7.95627
334	6.76187	6.76187	7.58742
335	6.52957	6.52957	7.14249
336	6.29804	6.29804	6.63123
337	6.06717	6.06717	6.06717
338	5.51442	5.51442	5.46471
339	4.97952	4.97952	4.83805
340	4.46109	4.46109	4.20613
341	3.95788	3.95788	3.57223
342	3.4687	3.4687	2.95088
343	2.99246	2.99246	2.35477
344	2.52816	2.52816	1.79433
345	2.07484	2.07484	1.27409
346	1.63161	1.63161	0.800277
347	1.19766	1.19766	0.373163
