200	4.63808	4.66018	5.82957
201	4.65107	4.67314	5.81169
202	4.66406	4.6857	5.7792
203	4.67706	4.69787	5.7407
204	4.69005	4.70963	5.70066
205	4.70304	4.72101	5.65981
206	4.71604	4.73198	5.61233
207	4.72903	4.74257	5.54624
208	4.74202	4.75276	5.44671
209	4.75501	4.76256	5.29561
210	4.76801	4.77198	5.07698
211	4.781	4.781	4.781
212	4.25383	4.23929	4.40435
213	3.72666	3.69992	3.95353
214	3.1995	3.16276	3.43948
215	2.67233	2.62767	2.87743
216	2.14516	2.09451	2.28162
217	1.61799	1.56313	1.66459
218	1.09082	1.03341	1.03599
219	0.563655	0.505191	0.402616
220	0.0364871	-0.0216597	-0.230245
221	-0.490681	-0.547284	-0.856198
222	-1.01785	-1.07182	-1.46783
223	-1.54502	-1.59542	-2.05633
224	-2.07219	-2.11823	-2.61378
225	-2.59935	-2.64037	-3.13418
226	-3.12652	-3.16201	-3.61781
227	-3.65369	-3.68329	-4.0711
228	-4.18086	-4.20436	-4.50558
229	-4.70803	-4.72537	-4.93565
230	-5.23519	-5.24646	-5.37407
231	-5.76236	-5.7678	-5.82634
232	-6.28953	-6.28953	-6.28953
233	-6.02663	-6.03687	-6.74993
234	-5.76374	-5.78597	-7.18602
235	-5.50084	-5.53646	-7.57065
236	-5.23794	-5.28797	-7.87663
237	-4.97505	-5.04012	-8.08257
238	-4.71215	-4.79254	-8.17507
239	-4.44925	-4.54481	-8.1511
240	-4.18636	-4.29653	-8.01774
241	-3.92346	-4.04727	-7.78792
242	-3.66056	-3.79656	-7.4778
243	-3.39767	-3.54392	-7.1025
244	-3.13477	-3.28882	-6.67359
245	-2.87187	-3.03071	-6.19817
246	-2.60898	-2.76897	-5.6786
247	-2.34608	-2.50294	-5.11646
248	-2.08318	-2.23187	-4.51192
249	-1.82029	-1.95495	-3.86419
250	-1.55739	-1.67128	-3.17096
251	-1.29449	-1.37981	-2.42898
252	-1.0316	-1.07939	-1.63079
253	-0.768699	-0.768699	-0.768699
254	0.289496	-0.146275	0.164533
255	1.34769	0.496309	1.17274
256	2.40589	1.16098	2.25697
257	3.46408	1.84988	3.40497
258	4.52228	2.5654	4.59802
259	5.58047	3.31019	5.80867
260	6.63867	4.08724	7.00691
261	7.69686	4.89991	8.16086
262	8.75506	5.75198	9.24968
263	9.81325	6.64773	10.2634
264	10.8714	7.59201	11.205
265	11.9296	8.59037	12.0911
266	12.9878	9.64914	12.954
267	14.046	10.7756	13.8224
268	15.1042	11.978	14.7251
269	16.1624	13.2662	15.6799
270	17.2206	14.6511	16.6972
271	18.2788	16.1459	17.7786
272	19.337	17.7657	18.9252
273	20.3952	19.528	20.1441
274	21.4534	21.4534	21.4534
275	22.3032	22.1452	22.8829
276	23.1529	22.8493	24.4824
277	24.0027	23.5662	26.3014
278	24.8524	24.2964	28.3928
279	25.7022	25.0403	30.7785
280	26.5519	25.7985	33.4453
281	27.4017	26.5714	36.3297
282	28.2515	27.3598	39.3289
283	29.1012	28.164	42.3064
284	29.951	28.9848	45.1226
285	30.8007	29.8228	47.643
286	31.6505	30.6786	49.7408
287	32.5002	31.5528	51.3034
288	33.35	32.4462	52.2296
289	34.1998	33.3595	52.4303
290	35.0495	34.2933	51.8482
291	35.8993	35.2485	50.4776
292	36.749	36.2258	48.3812
293	37.5988	37.226	45.6895
294	38.4485	38.2499	42.5903
295	39.2983	39.2983	39.2983
296	37.9642	36.0897	36.0025
297	36.6302	33.315	32.8598
298	35.2961	30.8952	29.9743
299	33.9621	28.7675	27.3973
300	32.628	26.8813	25.1401
301	31.294	25.1965	23.1845
302	29.9599	23.6806	21.4972
303	28.6259	22.3075	20.0359
304	27.2918	21.0559	18.7645
305	25.9578	19.9082	17.6543
306	24.6237	18.85	16.6795
307	23.2897	17.8693	15.8217
308	21.9556	16.9561	15.0651
309	20.6216	16.1019	14.3951
310	19.2875	15.2995	13.8008
311	17.9535	14.5428	13.2701
312	16.6194	13.8264	12.7955
313	15.2854	13.146	12.3664
314	13.9513	12.4976	11.9748
315	12.6173	11.8776	11.6154
316	11.2832	11.2832	11.2832
317	11.0348	11.0031	10.9761
318	10.7864	10.728	10.6929
319	10.5381	10.4576	10.4325
320	10.2897	10.1915	10.1935
321	10.0413	9.9293	9.97395
322	9.79291	9.67075	9.77167
323	9.54452	9.41554	9.58493
324	9.29614	9.16341	9.41093
325	9.04776	8.9141	9.25054
326	8.79938	8.66737	9.10508
327	8.55099	8.423	8.97555
328	8.30261	8.18077	8.85958
329	8.05423	7.94048	8.74866
330	7.80585	7.70195	8.62779
331	7.55746	7.46499	8.46522
332	7.30908	7.22943	8.24668
333	7.0607	6.99511	7.95627
334	6.81232	6.76187	7.58742
335	6.56393	6.52957	7.14249
336	6.31555	6.29804	6.63123
337	6.06717	6.06717	6.06717
338	5.62764	5.51442	5.46471
339	5.18811	4.97952	4.83805
340	4.74858	4.46109	4.20613
341	4.30905	3.95788	3.57223
342	3.86952	3.4687	2.95088
343	3.42999	2.99246	2.35477
344	2.99046	2.52816	1.79433
345	2.55093	2.07484	1.27409
346	2.1114	1.63161	0.800277
347	1.67187	1.19766	0.373163
348	1.23235	0.772188	-0.0105951
349	0.792816	0.354465	-0.357441
350	0.353286	-0.0562134	-0.67662
351	-0.0862433	-0.460516	-0.984032
352	-0.525773	-0.859081	-1.2915
353	-0.965302	-1.25252	-1.60669
354	-1.40483	-1.64143	-1.92969
355	-1.84436	-2.02637	-2.25783
356	-2.28389	-2.40791	-2.5808
357	-2.72342	-2.78659	-2.88616
358	-3.16295	-3.16295	-3.16295
359	-3.33743	-3.31877	-3.40387
360	-3.51192	-3.47593	-3.60444
361	-3.6864	-3.63449	-3.77105
362	-3.86088	-3.79453	-3.91484
363	-4.03537	-3.95613	-4.04993
364	-4.20985	-4.11936	-4.1899
365	-4.38433	-4.28432	-4.34486
366	-4.55882	-4.45108	-4.5215
367	-4.7333	-4.61973	-4.72019
368	-4.90778	-4.79037	-4.937
369	-5.08227	-4.96307	-5.16455
370	-5.25675	-5.13795	-5.39419
371	-5.43123	-5.3151	-5.61748
372	-5.60572	-5.49462	-5.82782
373	-5.7802	-5.67661	-6.02029
374	-5.95468	-5.8612	-6.19288
375	-6.12917	-6.04848	-6.34567
376	-6.30365	-6.23859	-6.4811
377	-6.47813	-6.43164	-6.60288
378	-6.65262	-6.62777	-6.71641
379	-6.8271	-6.8271	-6.8271
380	-6.74755	-6.77368	-6.94072
381	-6.668	-6.71796	-7.06064
382	-6.58845	-6.6599	-7.1874
383	-6.5089	-6.59945	-7.31871
384	-6.42935	-6.53658	-7.44801
385	-6.34981	-6.47123	-7.56623
386	-6.27026	-6.40336	-7.6635
387	-6.19071	-6.33293	-7.73059
388	-6.11116	-6.25987	-7.76122
389	-6.03161	-6.18413	-7.75263
390	-5.95206	-6.10567	-7.70586
391	-5.87251	-6.02441	-7.62412
392	-5.79296	-5.94031	-7.511
393	-5.71341	-5.85329	-7.36901
394	-5.63386	-5.76329	-7.19704
395	-5.55432	-5.67023	-6.99045
396	-5.47477	-5.57406	-6.74103
397	-5.39522	-5.47469	-6.43914
398	-5.31567	-5.37204	-6.07635
399	-5.23612	-5.26603	-5.64802
400	-5.15657	-5.15657	-5.15657
401	-5.13886	-5.13905	-4.61195
402	-5.12114	-5.12151	-4.03203
403	-5.10343	-5.10396	-3.44116
404	-5.08571	-5.08638	-2.86633
405	-5.068	-5.06878	-2.33306
406	-5.05028	-5.05116	-1.86182
407	-5.03257	-5.03353	-1.46583
408	-5.01486	-5.01587	-1.15061
409	-4.99714	-4.99819	-0.916238
410	-4.97943	-4.98049	-0.762087
411	-4.96171	-4.96278	-0.687973
412	-4.944	-4.94504	-0.698647
413	-4.92628	-4.92729	-0.802722
414	-4.90857	-4.90952	-1.01078
415	-4.89086	-4.89172	-1.3284
416	-4.87314	-4.87391	-1.75432
417	-4.85543	-4.85608	-2.27592
418	-4.83771	-4.83823	-2.86976
419	-4.82	-4.82036	-3.50602
420	-4.80228	-4.80248	-4.15337
421	-4.78457	-4.78457	-4.78457
422	-5.2016	-5.32049	-5.38222
423	-5.61864	-5.83508	-5.94063
424	-6.03567	-6.33047	-6.46663
425	-6.45271	-6.80858	-6.97474
426	-6.86974	-7.27114	-7.48366
427	-7.28678	-7.71973	-8.01066
428	-7.70381	-8.15577	-8.56686
429	-8.12085	-8.58059	-9.15442
430	-8.53788	-8.99539	-9.76576
431	-8.95492	-9.4013	-10.3852
432	-9.37195	-9.79936	-10.9907
433	-9.78899	-10.1905	-11.5575
434	-10.206	-10.5758	-12.0618
435	-10.6231	-10.956	-12.4841
436	-11.0401	-11.3319	-12.8133
437	-11.4571	-11.7044	-13.0498
438	-11.8742	-12.0743	-13.206
439	-12.2912	-12.4422	-13.3055
440	-12.7082	-12.8091	-13.3766
441	-13.1253	-13.1755	-13.4482
442	-13.5423	-13.5423	-13.5423
443	-13.5243	-13.5031	-13.6705
444	-13.5063	-13.4661	-13.8342
445	-13.4884	-13.4311	-14.0253
446	-13.4704	-13.3981	-14.2303
447	-13.4524	-13.3671	-14.4343
448	-13.4344	-13.3381	-14.6243
449	-13.4165	-13.3111	-14.7905
450	-13.3985	-13.286	-14.9269
451	-13.3805	-13.263	-15.0301
452	-13.3625	-13.2419	-15.0995
453	-13.3446	-13.2228	-15.1347
454	-13.3266	-13.2059	-15.1361
